name	id	rate
Wise	48497	0.2029611
Box Elder	49003	0.2211435
Cache	49005	0.1483787
Davis	49011	0.2567052
Juab	49023	0.2173913
Morgan	49029	0.155642
Salt Lake	49035	0.2247539
Tooele	49045	0.3262371
Utah	49049	0.2006005
Washington	49053	0.2481163
Weber	49057	0.3158399
Chittenden	50007	0.0687623
Franklin	50011	0.1495914
Grand Isle	50013	0.0941176
Alexandria	51510	0.1334418
Amelia	51007	0.2033898
Amherst	51009	0.2
Appomattox	51011	0.2385058
Arlington	51013	0.0742397
Bedford	51019	0.2006105
Botetourt	51023	0.1726695
Buckingham	51029	0.2589286
Caroline	51033	0.3304093
Charles City	51036	0.2348485
Chesapeake	51550	0.3880781
Chesterfield	51041	0.2386148
Clarke	51043	0.1804223
Craig	51045	0.1610738
Culpeper	51047	0.2771156
Fauquier	51061	0.2123188
Floyd	51063	0.1731449
Fluvanna	51065	0.2595326
Franklin	51067	0.1535055
Giles	51071	0.1577465
Gloucester	51073	0.3049363
Goochland	51075	0.1308901
Greene	51079	0.2605634
Hampton	51650	0.4112334
Hanover	51085	0.1795747
Henrico	51087	0.1771605
Isle of Wight	51093	0.3199686
King William	51101	0.2190813
Loudoun	51107	0.163463
Mathews	51115	0.1619433
Nelson	51125	0.1047619
New Kent	51127	0.2293907
Newport News	51700	0.3641799
Norfolk	51710	0.3729367
Portsmouth	51740	0.4088767
Powhatan	51145	0.1707763
Pulaski	51155	0.2138365
Rappahannock	51157	0.1060606
Scott	51760	0.1139402
Stafford	51770	0.2518195
Suffolk	51169	0.1513944
Sussex	51179	0.4151281
Virginia Beach	51800	0.4046455
Warren	51183	0.2450331
Richmond	51810	0.3344614
Roanoke	51187	0.278125
Asotin	53003	0.1686341
Benton	53005	0.1589317
Chelan	53007	0.1581376
Clark	53011	0.2070591
Columbia	53013	0.2898551
Cowlitz	53015	0.2893415
Douglas	53017	0.230897
Franklin	53021	0.1630817
King	53033	0.0920902
Kitsap	53035	0.2850742
Pend Oreille	53051	0.2352941
Pierce	53053	0.3243243
Skagit	53057	0.1694837
Skamania	53059	0.1925134
Snohomish	53061	0.1878245
Spokane	53063	0.2027708
Stevens	53065	0.2744908
Thurston	53067	0.2829224
Walla Walla	53071	0.1880503
Whatcom	53073	0.108414
Yakima	53077	0.2049765
Berkeley	54003	0.2542614
Boone	54005	0.1584699
Brooke	54009	0.1298342
Cabell	54011	0.1183163
Clay	54015	0.0518519
Fayette	54019	0.1150443
Hampshire	54027	0.0958904
Hancock	54029	0.1473477
Jefferson	54037	0.2245961
Kanawha	54039	0.1700889
Lincoln	54043	0.1658292
Marshall	54051	0.1336117
Mineral	54057	0.1359571
Monongalia	54061	0.052968
Ohio	54069	0.1013216
Preston	54077	0.0847784
Putnam	54079	0.1541307
Raleigh	54081	0.1255195
Wayne	54099	0.1679537
Wirt	54105	0.0549451
Wood	54107	0.1481728
Brown	55009	0.1148119
Calumet	55015	0.0870672
Chippewa	55017	0.0720251
Columbia	55021	0.1177378
Dane	55025	0.0636946
Douglas	55031	0.1233933
Eau Claire	55035	0.0781027
Fond du Lac	55039	0.0933235
Green	55045	0.0522449
Iowa	55049	0.0718085
Kenosha	55059	0.1905368
Kewaunee	55061	0.0771704
La Crosse	55063	0.0704265
Marathon	55073	0.0811325
Milwaukee	55079	0.1482851
Oconto	55083	0.1086821
Outagamie	55087	0.1178862
Ozaukee	55089	0.0589245
Pierce	55093	0.0925076
Racine	55101	0.1614826
Rock	55105	0.1386986
St. Croix	55117	0.0938118
Sheboygan	55109	0.1123086
Washington	55131	0.0938737
Waukesha	55133	0.0845445
Winnebago	55139	0.1123964
Laramie	56021	0.2074963
Natrona	56025	0.2190291
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
#REF!		
